   2.9000000e+01   1.2944684e+02   1.8622421e+00   1.8184936e+02   2.3400000e+02   2.2700000e+02   8.6907782e+00   7.2348227e+01   6.2532214e+00   3.0924964e+00   6.1494534e+00   1.6606307e+00   7.1478467e-02   2.3602444e+00   4.9859704e-02   6.6084564e-02   2.5801977e-02   3.6491372e-02   9.7549574e-01   6.0000000e+00
   3.3000000e+01   1.2473600e+02   1.6468938e+00   1.8200000e+02   2.9800000e+02   1.5600000e+02   7.5946837e+00   2.9370285e+01   6.4854691e+00   2.9312873e+00   5.9417603e+00   1.7798885e+00   3.9453702e-02   1.2990548e+00   5.9641728e-02   8.0259508e-02   3.5057094e-02   5.1326975e-02   9.5974347e-01   3.0000000e+00
   2.8000000e+01   1.3290523e+02   1.6858479e+00   1.8773877e+02   3.6500000e+02   2.7900000e+02   7.8339485e+00   4.2634363e+01   6.5345537e+00   2.9278726e+00   6.2427719e+00   1.7367359e+00   5.3572041e-02   1.7460072e+00   5.6885250e-02   7.5617192e-02   3.2844590e-02   4.7123839e-02   9.6391580e-01   1.3000000e+01
   3.0000000e+00   1.5600800e+02   1.6140475e+00   1.7700000e+02   2.1200000e+02   1.6500000e+02   5.2273890e+00   2.3557146e+01   5.5290985e+00   2.9261743e+00   6.3202510e+00   1.8129419e+00   2.7964059e-02   9.2797080e-01   5.1610294e-02   7.0095575e-02   3.1136266e-02   4.6082846e-02   9.6876686e-01   4.0000000e+00
   1.3000000e+01   1.7593411e+02   1.9299201e+00   1.8436281e+02   1.4800000e+02   1.7000000e+02   6.9322716e+00   4.7323460e+01   5.1031791e+00   2.8782571e+00   5.7110452e+00   1.4913867e+00   6.2528575e-02   1.9062939e+00   6.6664922e-02   8.3699365e-02   3.3077602e-02   4.2877231e-02   9.5687473e-01   8.0000000e+00
   1.6000000e+01   1.4821904e+02   1.7688412e+00   1.7024907e+02   3.5600000e+02   3.2300000e+02   7.5663437e+00   4.9861247e+01   5.9985193e+00   2.8679999e+00   6.2587762e+00   1.6214005e+00   6.0698928e-02   1.8788593e+00   5.5675217e-02   7.1210699e-02   3.0983559e-02   4.2366850e-02   9.6515425e-01   4.0000000e+00
   7.0000000e+00   1.4373548e+02   1.7200475e+00   1.7639244e+02   2.5100000e+02   2.3700000e+02   7.5348995e+00   7.1305870e+01   6.5373754e+00   2.8276348e+00   5.9448526e+00   1.6439283e+00   6.2803420e-02   1.9477875e+00   3.9810732e-02   5.1096497e-02   2.2578353e-02   3.0906761e-02   9.8164714e-01   8.0000000e+00
   1.3000000e+01   2.4666686e+02   2.0088229e+00   1.8210096e+02   1.2000000e+02   3.3900000e+02   6.9085250e+00   3.0081002e+01   6.2773626e+00   2.8024869e+00   5.6611300e+00   1.3950891e+00   2.8282922e-02   8.0511716e-01   4.5070445e-02   5.4735588e-02   2.2255055e-02   2.8054960e-02   9.7817891e-01   1.6000000e+01
   2.7000000e+01   1.6406568e+02   1.9765080e+00   1.8074234e+02   1.7000000e+02   2.1300000e+02   8.5383575e+00   4.3662980e+01   6.6831065e+00   2.7947913e+00   6.3949543e+00   1.4140045e+00   4.4471007e-02   1.2816082e+00   4.9324005e-02   6.0321481e-02   2.4468329e-02   3.0866819e-02   9.7435139e-01   2.0000000e+00
   1.7000000e+01   2.1763611e+02   1.9241937e+00   1.7802929e+02   2.3100000e+02   3.2700000e+02   7.2232847e+00   6.1812183e+01   6.2697887e+00   2.6836109e+00   5.7266791e+00   1.3946678e+00   3.7673422e-02   1.0422040e+00   2.7480486e-02   3.2952927e-02   1.4227490e-02   1.7802774e-02   9.9107911e-01   1.4000000e+01
