   2.0344858e+00  -2.5264000e+01
   2.0339179e+00  -2.4264000e+01
   2.0333441e+00  -2.3264000e+01
   2.0327644e+00  -2.2264000e+01
   2.0321789e+00  -2.1264000e+01
   2.0315874e+00  -2.0264000e+01
   2.0309900e+00  -1.9264000e+01
   2.0303866e+00  -1.8264000e+01
   2.0297773e+00  -1.7264000e+01
   2.0291620e+00  -1.6264000e+01
   2.0285406e+00  -1.5264000e+01
   2.0279131e+00  -1.4264000e+01
   2.0272796e+00  -1.3264000e+01
   2.0266400e+00  -1.2264000e+01
   2.0259943e+00  -1.1264000e+01
   2.0253424e+00  -1.0264000e+01
   2.0246843e+00  -9.2640000e+00
   2.0240200e+00  -8.2640000e+00
   2.0233495e+00  -7.2640000e+00
   2.0226727e+00  -6.2640000e+00
   2.0219897e+00  -5.2640000e+00
   2.0213004e+00  -4.2640000e+00
   2.0206047e+00  -3.2640000e+00
   2.0199027e+00  -2.2640000e+00
   2.0191944e+00  -1.2640000e+00
   2.0184796e+00  -2.6400000e-01
   2.0177584e+00   7.3600000e-01
   2.0170308e+00   1.7360000e+00
   2.0162968e+00   2.7360000e+00
   2.0155562e+00   3.7360000e+00
   2.0148091e+00   4.7360000e+00
   2.0140555e+00   5.7360000e+00
   2.0132954e+00   6.7360000e+00
   2.0125287e+00   7.7360000e+00
   2.0117553e+00   8.7360000e+00
   2.0109754e+00   9.7360000e+00
   2.0101888e+00   1.0736000e+01
   2.0093955e+00   1.1736000e+01
   2.0085956e+00   1.2736000e+01
   2.0077889e+00   1.3736000e+01
   2.0069755e+00   1.4736000e+01
   2.0061553e+00   1.5736000e+01
   2.0053283e+00   1.6736000e+01
   2.0044946e+00   1.7736000e+01
   2.0036540e+00   1.8736000e+01
   2.0028066e+00   1.9736000e+01
   2.0019523e+00   2.0736000e+01
   2.0010911e+00   2.1736000e+01
   2.0002230e+00   2.2736000e+01
   1.9993479e+00   2.3736000e+01
   1.9984660e+00   2.4736000e+01
   1.9975770e+00   2.5736000e+01
   1.9966810e+00   2.6736000e+01
   1.9957780e+00   2.7736000e+01
   1.9948680e+00   2.8736000e+01
   1.9939509e+00   2.9736000e+01
   1.9930268e+00   3.0736000e+01
   1.9920955e+00   3.1736000e+01
   1.9911571e+00   3.2736000e+01
   1.9902116e+00   3.3736000e+01
   1.9892589e+00   3.4736000e+01
   1.9882991e+00   3.5736000e+01
   1.9873320e+00   3.6736000e+01
   1.9863577e+00   3.7736000e+01
   1.9853762e+00   3.8736000e+01
   1.9843874e+00   3.9736000e+01
   1.9833913e+00   4.0736000e+01
   1.9823880e+00   4.1736000e+01
   1.9813773e+00   4.2736000e+01
   1.9803593e+00   4.3736000e+01
   1.9793339e+00   4.4736000e+01
   1.9783012e+00   4.5736000e+01
   1.9772610e+00   4.6736000e+01
   1.9762135e+00   4.7736000e+01
   1.9751586e+00   4.8736000e+01
   1.9740962e+00   4.9736000e+01
   1.9730263e+00   5.0736000e+01
   1.9719490e+00   5.1736000e+01
   1.9708641e+00   5.2736000e+01
   1.9697718e+00   5.3736000e+01
   1.9686719e+00   5.4736000e+01
   1.9675645e+00   5.5736000e+01
   1.9664495e+00   5.6736000e+01
   1.9653270e+00   5.7736000e+01
   1.9641969e+00   5.8736000e+01
   1.9630591e+00   5.9736000e+01
   1.9619137e+00   6.0736000e+01
   1.9607607e+00   6.1736000e+01
   1.9596001e+00   6.2736000e+01
   1.9584318e+00   6.3736000e+01
   1.9572557e+00   6.4736000e+01
   1.9560720e+00   6.5736000e+01
   1.9548806e+00   6.6736000e+01
   1.9536815e+00   6.7736000e+01
   1.9524746e+00   6.8736000e+01
   1.9512600e+00   6.9736000e+01
   1.9500376e+00   7.0736000e+01
   1.9488074e+00   7.1736000e+01
   1.9475695e+00   7.2736000e+01
   1.9463237e+00   7.3736000e+01
   1.9450702e+00   7.4736000e+01
   1.9438088e+00   7.5736000e+01
   1.9425395e+00   7.6736000e+01
   1.9412624e+00   7.7736000e+01
   1.9399775e+00   7.8736000e+01
   1.9386847e+00   7.9736000e+01
   1.9373840e+00   8.0736000e+01
   1.9360754e+00   8.1736000e+01
   1.9347589e+00   8.2736000e+01
   1.9334345e+00   8.3736000e+01
   1.9321022e+00   8.4736000e+01
   1.9307620e+00   8.5736000e+01
   1.9294138e+00   8.6736000e+01
   1.9280577e+00   8.7736000e+01
   1.9266936e+00   8.8736000e+01
   1.9253215e+00   8.9736000e+01
   1.9239415e+00   9.0736000e+01
   1.9225535e+00   9.1736000e+01
   1.9211575e+00   9.2736000e+01
   1.9197536e+00   9.3736000e+01
   1.9183416e+00   9.4736000e+01
   1.9169216e+00   9.5736000e+01
   1.9154936e+00   9.6736000e+01
   1.9140576e+00   9.7736000e+01
   1.9126136e+00   9.8736000e+01
   1.9111616e+00   9.9736000e+01
   1.9097015e+00   1.0073600e+02
   1.9082334e+00   1.0173600e+02
   1.9067572e+00   1.0273600e+02
   1.9052730e+00   1.0373600e+02
   1.9037808e+00   1.0473600e+02
   1.9022805e+00   1.0573600e+02
   1.9007722e+00   1.0673600e+02
   1.8992558e+00   1.0773600e+02
   1.8977313e+00   1.0873600e+02
   1.8961988e+00   1.0973600e+02
   1.8946583e+00   1.1073600e+02
   1.8931096e+00   1.1173600e+02
   1.8915530e+00   1.1273600e+02
   1.8899882e+00   1.1373600e+02
   1.8884154e+00   1.1473600e+02
   1.8868345e+00   1.1573600e+02
   1.8852456e+00   1.1673600e+02
   1.8836487e+00   1.1773600e+02
   1.8820436e+00   1.1873600e+02
   1.8804305e+00   1.1973600e+02
   1.8788094e+00   1.2073600e+02
   1.8771802e+00   1.2173600e+02
   1.8755430e+00   1.2273600e+02
   1.8738977e+00   1.2373600e+02
   1.8722444e+00   1.2473600e+02
   1.8705831e+00   1.2573600e+02
   1.8689137e+00   1.2673600e+02
   1.8672363e+00   1.2773600e+02
   1.8655509e+00   1.2873600e+02
   1.8638575e+00   1.2973600e+02
   1.8621561e+00   1.3073600e+02
   1.8604467e+00   1.3173600e+02
   1.8587292e+00   1.3273600e+02
   1.8570038e+00   1.3373600e+02
   1.8552705e+00   1.3473600e+02
   1.8535291e+00   1.3573600e+02
   1.8517798e+00   1.3673600e+02
   1.8500226e+00   1.3773600e+02
   1.8482574e+00   1.3873600e+02
   1.8464842e+00   1.3973600e+02
   1.8447032e+00   1.4073600e+02
   1.8429142e+00   1.4173600e+02
   1.8411174e+00   1.4273600e+02
   1.8393126e+00   1.4373600e+02
   1.8375000e+00   1.4473600e+02
   1.8356795e+00   1.4573600e+02
   1.8338511e+00   1.4673600e+02
   1.8320150e+00   1.4773600e+02
   1.8301709e+00   1.4873600e+02
   1.8283191e+00   1.4973600e+02
   1.8264595e+00   1.5073600e+02
   1.8245921e+00   1.5173600e+02
   1.8227170e+00   1.5273600e+02
   1.8208341e+00   1.5373600e+02
   1.8189434e+00   1.5473600e+02
   1.8170450e+00   1.5573600e+02
   1.8151390e+00   1.5673600e+02
   1.8132252e+00   1.5773600e+02
   1.8113038e+00   1.5873600e+02
   1.8093748e+00   1.5973600e+02
   1.8074381e+00   1.6073600e+02
   1.8054938e+00   1.6173600e+02
   1.8035419e+00   1.6273600e+02
   1.8015824e+00   1.6373600e+02
   1.7996154e+00   1.6473600e+02
   1.7976409e+00   1.6573600e+02
   1.7956589e+00   1.6673600e+02
   1.7936693e+00   1.6773600e+02
   1.7916724e+00   1.6873600e+02
   1.7896679e+00   1.6973600e+02
   1.7876561e+00   1.7073600e+02
   1.7856369e+00   1.7173600e+02
   1.7836102e+00   1.7273600e+02
   1.7815763e+00   1.7373600e+02
   1.7795350e+00   1.7473600e+02
   1.7774865e+00   1.7573600e+02
   1.7754306e+00   1.7673600e+02
   1.7733675e+00   1.7773600e+02
   1.7712973e+00   1.7873600e+02
   1.7692198e+00   1.7973600e+02
   1.7671351e+00   1.8073600e+02
   1.7650434e+00   1.8173600e+02
   1.7629445e+00   1.8273600e+02
   1.7608385e+00   1.8373600e+02
   1.7587255e+00   1.8473600e+02
   1.7566055e+00   1.8573600e+02
   1.7544785e+00   1.8673600e+02
   1.7523445e+00   1.8773600e+02
   1.7502036e+00   1.8873600e+02
   1.7480558e+00   1.8973600e+02
   1.7459012e+00   1.9073600e+02
   1.7437397e+00   1.9173600e+02
   1.7415714e+00   1.9273600e+02
   1.7393964e+00   1.9373600e+02
   1.7372146e+00   1.9473600e+02
   1.7350261e+00   1.9573600e+02
   1.7328310e+00   1.9673600e+02
   1.7306293e+00   1.9773600e+02
   1.7284209e+00   1.9873600e+02
   1.7262060e+00   1.9973600e+02
   1.7239846e+00   2.0073600e+02
   1.7217567e+00   2.0173600e+02
   1.7195223e+00   2.0273600e+02
