   1.2473600e+02   2.9312873e+00   1.7798885e+00
   1.2944684e+02   3.0924964e+00   1.6606307e+00
   1.3290523e+02   2.9278726e+00   1.7367359e+00
   1.4373548e+02   2.8276348e+00   1.6439283e+00
   1.4703970e+02   2.4262427e+00   1.5859808e+00
   1.4821904e+02   2.8679999e+00   1.6214005e+00
   1.5600800e+02   2.9261743e+00   1.8129419e+00
   1.5600800e+02   2.2106873e+00   1.4950662e+00
   1.5899826e+02   2.5896037e+00   1.4509636e+00
   1.6406568e+02   2.7947913e+00   1.4140045e+00
   1.7593411e+02   2.8782571e+00   1.4913867e+00
   1.7975362e+02   2.4261056e+00   1.3392775e+00
   1.8728000e+02   2.6652372e+00   1.2813001e+00
   1.8728000e+02   1.8928850e+00   1.3608528e+00
   1.8935160e+02   2.5610055e+00   1.3997188e+00
   2.0566623e+02   2.4992394e+00   1.5225616e+00
   2.0623709e+02   2.5610078e+00   1.3785794e+00
   2.1763611e+02   2.6836109e+00   1.3946678e+00
   2.2850079e+02   2.6723396e+00   1.3825205e+00
   2.3268374e+02   2.4597239e+00   1.3979469e+00
   2.3724703e+02   2.1848768e+00   1.3127492e+00
   2.4300050e+02   2.0719236e+00   1.3045681e+00
   2.4543477e+02   1.6388935e+00   1.3622537e+00
   2.4666686e+02   2.8024869e+00   1.3950891e+00
   2.5036017e+02   2.1558291e+00   1.3899487e+00
   2.5042944e+02   2.6317406e+00   1.3804921e+00
   2.5209320e+02   2.0768394e+00   1.2984126e+00
   2.5345387e+02   1.9368148e+00   1.3998724e+00
   2.5712120e+02   2.1677857e+00   1.3454200e+00
   2.6195664e+02   2.0232311e+00   1.3071536e+00
   2.6597376e+02   2.3095229e+00   1.3347512e+00
   2.7051778e+02   2.0522084e+00   1.3079222e+00
   2.7232690e+02   2.0942632e+00   1.3364726e+00
   2.7397808e+02   1.9252359e+00   1.4200451e+00
   2.8109600e+02   2.2864817e+00   1.2901767e+00
   2.8109600e+02   2.2334834e+00   1.4215264e+00
   2.8160802e+02   2.0455975e+00   1.2755189e+00
   2.8940410e+02   1.9288616e+00   1.2870034e+00
   2.9034127e+02   1.7592650e+00   1.3011343e+00
   2.9738262e+02   2.0333619e+00   1.2588490e+00
   3.0086288e+02   2.1564151e+00   1.2841588e+00
   3.0699350e+02   1.7526457e+00   1.3039784e+00
   3.1236800e+02   2.1705961e+00   1.2329433e+00
   3.1236800e+02   1.5513404e+00   1.2725138e+00
   3.2025574e+02   1.8283209e+00   1.2414568e+00
   3.2132876e+02   1.7045531e+00   1.3033027e+00
   3.2565209e+02   1.7818609e+00   1.3416349e+00
   3.3167604e+02   1.9714654e+00   1.3195164e+00
   3.3609508e+02   1.6374109e+00   1.2899419e+00
   3.4364000e+02   1.8242690e+00   1.2802095e+00
   3.4367800e+02   1.7313054e+00   1.3183975e+00
   3.4454697e+02   1.5701596e+00   1.3336783e+00
   3.4803171e+02   1.8757034e+00   1.2858813e+00
   3.4877183e+02   1.9302114e+00   1.2480677e+00
   3.6319716e+02   1.4790884e+00   1.2886541e+00
   3.6994822e+02   1.7535235e+00   1.3449883e+00
   3.7243484e+02   2.2269882e+00   1.2579217e+00
   3.7490398e+02   1.7283990e+00   1.3119737e+00
   3.7491200e+02   1.4846445e+00   1.2931180e+00
   3.7749957e+02   1.6003377e+00   1.2917103e+00
   3.7779752e+02   1.6296943e+00   1.3341724e+00
   3.8698382e+02   1.5107189e+00   1.3189762e+00
   3.8908461e+02   1.7344777e+00   1.3985590e+00
   3.8974643e+02   1.6962094e+00   1.3641909e+00
   3.9749621e+02   1.5222410e+00   1.3348606e+00
   3.9960520e+02   1.4513063e+00   1.3571271e+00
   4.0007563e+02   1.4573598e+00   1.3435420e+00
   4.0205483e+02   1.5242429e+00   1.3485460e+00
   4.0618400e+02   1.6063015e+00   1.4986927e+00
   4.0657687e+02   1.5849990e+00   1.4061116e+00
   4.0687586e+02   1.9265598e+00   1.3602037e+00
   4.0824024e+02   1.5643319e+00   1.3417482e+00
   4.0824196e+02   1.4717734e+00   1.2969064e+00
   4.1224472e+02   1.6414871e+00   1.3122962e+00
   4.1885466e+02   1.6088327e+00   1.3894587e+00
   4.2142296e+02   1.3813445e+00   1.3418292e+00
   4.2496202e+02   1.5023533e+00   1.3031242e+00
   4.3724201e+02   1.4599199e+00   1.3528901e+00
   4.3745600e+02   1.6585508e+00   1.3844606e+00
   4.3745600e+02   1.4709191e+00   1.4330442e+00
   4.3790436e+02   1.5812285e+00   1.3020881e+00
   4.4237480e+02   1.5322015e+00   1.3331117e+00
   4.6164637e+02   1.4993605e+00   1.4004063e+00
   4.6697219e+02   1.4875889e+00   1.3863394e+00
   4.6794451e+02   1.4961055e+00   1.3325271e+00
   4.6821150e+02   1.5030557e+00   1.4425335e+00
   4.6872800e+02   1.4175895e+00   1.4995541e+00
   4.6872800e+02   1.3892534e+00   1.4323298e+00
   4.6927507e+02   1.3411232e+00   1.3324490e+00
   4.7049415e+02   1.4532812e+00   1.4093224e+00
   5.0000000e+02   1.5991632e+00   1.4087977e+00
   5.0000000e+02   1.4369839e+00   1.4658093e+00
   5.0000000e+02   1.3898203e+00   1.3863585e+00
   5.0000000e+02   1.3440592e+00   1.3596272e+00
   5.1015833e+02   1.4992017e+00   1.3868263e+00
   5.1441899e+02   1.4257208e+00   1.4564176e+00
   5.2015975e+02   1.5007537e+00   1.5589703e+00
   5.2395525e+02   1.3506279e+00   1.4192891e+00
   5.2656857e+02   1.4273750e+00   1.4676350e+00
   5.3127200e+02   1.5505531e+00   1.4626084e+00
   5.3475062e+02   1.4396813e+00   1.5987392e+00
   5.3850877e+02   1.3972459e+00   1.5620351e+00
   5.4693355e+02   1.3892938e+00   1.5759288e+00
   5.4906827e+02   1.4134283e+00   1.4781765e+00
   5.5507890e+02   1.3670012e+00   1.4706730e+00
   5.5656633e+02   1.3921160e+00   1.5627960e+00
   5.6077335e+02   1.3724153e+00   1.5156114e+00
   5.6254400e+02   1.3739950e+00   1.4477791e+00
   5.6254400e+02   1.3402372e+00   1.4691262e+00
   5.6388114e+02   1.3422229e+00   1.5327489e+00
   5.9381600e+02   1.4600582e+00   1.5814115e+00
   5.9381600e+02   1.3696074e+00   1.5457583e+00
   5.9381600e+02   1.3509225e+00   1.5842710e+00
   5.9906233e+02   1.3660411e+00   1.6259855e+00
   6.1761610e+02   1.3617358e+00   1.6919526e+00
   6.2455196e+02   1.3038706e+00   1.5890285e+00
   6.2508800e+02   1.3241496e+00   1.7337856e+00
   6.2856619e+02   1.3319059e+00   1.6173253e+00
   6.3915709e+02   1.3890530e+00   1.7025746e+00
   6.3941976e+02   1.3252177e+00   1.5877719e+00
   6.4719640e+02   1.3374618e+00   1.5936131e+00
   6.4935209e+02   1.3623019e+00   1.7590907e+00
   6.5417341e+02   1.3333434e+00   1.6729554e+00
   6.5636000e+02   1.6126400e+00   2.0959472e+00
   6.5636000e+02   1.5962987e+00   1.8612398e+00
   6.5636000e+02   1.3326898e+00   1.8886636e+00
   6.5761217e+02   1.3614940e+00   1.7202440e+00
   6.5884515e+02   1.3936377e+00   1.6314782e+00
   6.6381206e+02   1.3720115e+00   1.7541798e+00
   6.6714974e+02   1.4597223e+00   1.9579524e+00
   6.7364067e+02   1.3821996e+00   1.8065481e+00
   6.7376823e+02   1.3548773e+00   1.8017628e+00
   6.7379486e+02   1.5117793e+00   1.8667953e+00
   6.8445118e+02   1.3233077e+00   1.6476664e+00
   6.8763200e+02   1.4609672e+00   1.8163981e+00
   6.8763200e+02   1.4089401e+00   1.8763051e+00
   6.8763200e+02   1.3767722e+00   1.8112881e+00
   6.8988698e+02   1.3696436e+00   1.6478450e+00
   6.9046408e+02   1.4429398e+00   1.9488867e+00
   6.9087036e+02   1.3029096e+00   1.9837545e+00
   6.9460166e+02   1.4722293e+00   1.9540871e+00
   6.9491347e+02   1.3516448e+00   1.9012005e+00
   6.9615955e+02   1.3009771e+00   1.7049742e+00
   7.0226868e+02   1.3781742e+00   1.7901342e+00
   7.1405779e+02   1.4275900e+00   1.9659286e+00
   7.1890400e+02   1.3471314e+00   1.6727492e+00
   7.2035311e+02   1.4231336e+00   2.0338651e+00
   7.2037559e+02   1.3490679e+00   1.8485514e+00
   7.2382975e+02   1.3397701e+00   1.8268855e+00
   7.2920974e+02   1.4641731e+00   2.1103352e+00
   7.4181412e+02   1.6749675e+00   2.2288179e+00
   7.4900374e+02   1.3921012e+00   2.0075644e+00
   7.5319035e+02   1.3436677e+00   1.8632089e+00
   7.5512836e+02   1.3075130e+00   1.8893781e+00
   7.5789562e+02   1.3051588e+00   1.9646323e+00
   7.6423453e+02   1.4300746e+00   2.0988007e+00
   7.7282348e+02   1.4197026e+00   1.9675189e+00
   7.8005679e+02   1.4126837e+00   2.0243062e+00
