  -1.0042247e+01   3.2100906e+00   2.1490936e+00
  -3.5200000e-01   3.3115071e+00   1.9084778e+00
   2.9551561e+01   2.9638353e+00   2.1091398e+00
   5.2874766e+01   3.1165278e+00   1.7336549e+00
   5.5706980e+01   2.9130335e+00   1.6325191e+00
   5.9244244e+01   3.4442477e+00   1.7388200e+00
   6.0267123e+01   3.3682610e+00   1.5723982e+00
   8.0408484e+01   3.4305575e+00   1.9561012e+00
   9.0642544e+01   3.0783982e+00   1.6036651e+00
   9.1060558e+01   3.4514442e+00   2.2058914e+00
   9.3464000e+01   2.8606491e+00   1.7837665e+00
   9.3464000e+01   2.4958796e+00   1.5037434e+00
   9.3464000e+01   2.4313289e+00   1.4076699e+00
   9.3464000e+01   2.2731478e+00   1.4820592e+00
   9.3685920e+01   2.8700610e+00   1.4456624e+00
   1.0470429e+02   2.8139728e+00   1.4186975e+00
   1.1929646e+02   2.7536525e+00   1.6063203e+00
   1.2121421e+02   3.0394313e+00   1.6647158e+00
   1.2389950e+02   2.9315741e+00   1.6372860e+00
   1.2473600e+02   2.9273211e+00   2.2540063e+00
   1.2473600e+02   2.6998078e+00   1.4343733e+00
   1.2473600e+02   2.3749661e+00   1.4913247e+00
   1.2473600e+02   2.2988400e+00   1.4408505e+00
   1.2473600e+02   2.0353010e+00   1.3612867e+00
   1.5600800e+02   3.0463485e+00   1.6035944e+00
   1.5600800e+02   2.7755008e+00   1.5841603e+00
   1.5600800e+02   2.6438844e+00   1.4416308e+00
   1.5600800e+02   2.2636111e+00   1.4277197e+00
   1.5697616e+02   3.0393715e+00   1.3897062e+00
   1.5742809e+02   2.6363049e+00   1.5084097e+00
   1.6754138e+02   2.7652055e+00   1.4450971e+00
   1.6858935e+02   2.3796138e+00   1.4314205e+00
   1.7350390e+02   2.5940136e+00   1.3957726e+00
   1.7904485e+02   2.5715644e+00   1.4025684e+00
   1.8056910e+02   2.6990858e+00   1.4900083e+00
   1.8360800e+02   2.3927069e+00   1.4369356e+00
   1.8728000e+02   2.3827982e+00   1.6567044e+00
   1.8728000e+02   1.9762881e+00   1.3162896e+00
   1.9294342e+02   2.5464984e+00   1.4548791e+00
   2.1855200e+02   3.2177245e+00   1.4228613e+00
   2.1855200e+02   2.8907786e+00   1.4166430e+00
