   3.0000000e+00   1.0941680e+03   8.1698313e-01   4.4000000e+01   3.8600000e+02   1.5700000e+02   5.4803361e+00   2.0871665e+01   6.1966274e+00   1.7416295e+00   6.6540267e+00   2.1317815e+00   2.2054545e-02   5.9535342e-01   2.7565682e-02   3.5244788e-02   3.3690722e-02   4.1779372e-02   9.7797758e-01   2.0000000e+00
   3.0000000e+00   4.3987282e+02   1.0910717e+00   6.4922716e+01   3.0100000e+02   1.9600000e+02   5.4662553e+00   4.9512470e+01   5.8482589e+00   1.4940559e+00   6.3980252e+00   1.3693472e+00   1.8170918e-02   3.6559315e-01   8.4126323e-03   9.3683521e-03   7.7367189e-03   8.6521569e-03   9.9776945e-01   3.0000000e+00
   3.0000000e+00   1.1594143e+03   7.6679797e-01   4.1913586e+01   4.2700000e+02   2.3000000e+02   5.3988507e+00   1.4672306e+01   5.9446301e+00   1.8633054e+00   5.7722551e+00   2.4299822e+00   2.1145111e-02   6.3245850e-01   3.7365762e-02   5.2678494e-02   4.8901725e-02   6.4806048e-02   9.6059624e-01   4.0000000e+00
   3.0000000e+00   6.6074028e+02   8.6649130e-01   5.7859929e+01   8.9000000e+01   2.5200000e+02   5.2913722e+00   2.8337417e+01   5.6741544e+00   1.4502379e+00   6.0766185e+00   1.6736901e+00   1.8529976e-02   4.0502839e-01   1.4749176e-02   1.6916205e-02   1.6942318e-02   1.9267785e-02   9.9239680e-01   8.0000000e+00
   3.0000000e+00   8.4731026e+02   7.2188731e-01   5.1893890e+01   2.5300000e+02   2.9200000e+02   5.9148287e+00   5.0520503e+01   5.9793961e+00   1.4384196e+00   5.9957406e+00   1.9925819e+00   3.3019326e-02   7.8535151e-01   1.4758799e-02   1.7560702e-02   2.0248621e-02   2.3433065e-02   9.9183381e-01   1.0000000e+01
   3.0000000e+00   5.0000000e+02   1.0085463e+00   6.3000000e+01   3.3200000e+02   3.1100000e+02   5.7974756e+00   4.6777630e+01   6.5002418e+00   1.5962137e+00   5.6390493e+00   1.5826875e+00   2.8667823e-02   6.3872846e-01   1.5177354e-02   1.7432601e-02   1.5053256e-02   1.7309283e-02   9.9321222e-01   1.1000000e+01
   3.0000000e+00   5.0000000e+02   1.0070594e+00   6.3000000e+01   4.1600000e+02   3.1200000e+02   5.6231763e+00   4.9990036e+01   5.8702691e+00   1.4236108e+00   5.6222620e+00   1.4136314e+00   2.2064541e-02   4.4034102e-01   9.6347597e-03   1.0731700e-02   9.5730799e-03   1.0664426e-02   9.9680470e-01   1.2000000e+01
   3.0000000e+00   1.1254400e+03   6.4363953e-01   4.3000000e+01   1.5700000e+02   4.0100000e+02   5.8266764e+00   3.8867490e+01   5.5200213e+00   1.5505313e+00   5.7439575e+00   2.4090057e+00   2.7670850e-02   7.5350717e-01   1.7315441e-02   2.2030017e-02   2.6823543e-02   3.2421262e-02   9.8905837e-01   1.4000000e+01
   3.0000000e+00   4.0618400e+02   1.1410243e+00   6.6000000e+01   2.1600000e+02   4.1300000e+02   5.9786067e+00   6.5214161e+01   5.6656617e+00   1.6202723e+00   6.4191131e+00   1.4200156e+00   4.9960737e-02   1.0637045e+00   1.9206817e-02   2.1664499e-02   1.6922000e-02   1.9229124e-02   9.8978839e-01   1.5000000e+01
   3.0000000e+00   1.2448958e+02   1.8792445e+00   7.5007880e+01   1.2200000e+02   4.2100000e+02   5.8821129e+00   4.2433429e+01   6.2124652e+00   2.5097078e+00   5.7207326e+00   1.3354876e+00   3.6156031e-02   9.3986984e-01   3.5311859e-02   4.1270593e-02   1.8960827e-02   2.3136733e-02   9.8375367e-01   1.6000000e+01
   4.0000000e+00   8.0606479e+02   8.2528965e-01   5.2212817e+01   2.9300000e+02   1.4000000e+02   7.7218650e+00   3.7223364e+01   5.9307484e+00   1.4706076e+00   5.8181795e+00   1.7819291e+00   2.7095306e-02   6.1414001e-01   1.6653492e-02   1.9387788e-02   2.0129051e-02   2.3109106e-02   9.9028527e-01   3.0000000e+00
   4.0000000e+00   2.6257008e+02   1.2874303e+00   6.9592412e+01   4.3200000e+02   1.4400000e+02   8.4794249e+00   7.3371936e+01   5.7754503e+00   1.6894970e+00   5.5361690e+00   1.3123018e+00   7.2537539e-02   1.5193773e+00   2.5817739e-02   2.8872197e-02   2.0230678e-02   2.2941941e-02   9.8333258e-01   4.0000000e+00
   4.0000000e+00   7.0184829e+01   1.8192734e+00   7.5744409e+01   2.9700000e+02   1.8000000e+02   8.8842582e+00   5.0831824e+01   6.1051864e+00   3.0566521e+00   6.4343559e+00   1.6801499e+00   8.0257897e-02   2.6449462e+00   7.7289822e-02   1.0249484e-01   4.1293757e-02   5.8617759e-02   9.4083663e-01   5.0000000e+00
   4.0000000e+00   6.5636000e+02   9.0760507e-01   5.7000000e+01   4.2000000e+02   1.9700000e+02   8.2661657e+00   6.9231501e+01   5.9277297e+00   1.3515956e+00   6.1682094e+00   1.4891891e+00   3.8288183e-02   7.6443743e-01   1.1489384e-02   1.2831928e-02   1.2607965e-02   1.4012628e-02   9.9499318e-01   6.0000000e+00
   4.0000000e+00   7.5752921e+01   1.3978628e+00   7.5566356e+01   3.8600000e+02   2.2000000e+02   7.9450057e+00   4.0580412e+01   5.9732920e+00   2.5286077e+00   5.7773172e+00   1.8089098e+00   5.9719316e-02   1.7955922e+00   5.3407859e-02   6.9837917e-02   3.7975681e-02   5.3316382e-02   9.5693634e-01   7.0000000e+00
   4.0000000e+00   2.7107145e+02   1.2951100e+00   6.9320560e+01   4.4100000e+02   3.1400000e+02   8.3585462e+00   1.2804775e+02   8.9427961e+00   1.7427217e+00   6.4975585e+00   1.3456168e+00   8.8816353e-02   2.0750916e+00   2.2337353e-02   2.6474504e-02   1.6060518e-02   1.7880156e-02   9.9013274e-01   1.0000000e+01
   4.0000000e+00   5.0000000e+02   1.0128117e+00   6.2000000e+01   3.1300000e+02   3.1500000e+02   7.9924317e+00   8.0212570e+01   5.9385685e+00   1.4459849e+00   6.5107463e+00   1.4276937e+00   3.5835618e-02   7.2417840e-01   9.9352012e-03   1.1096584e-02   9.8159697e-03   1.0965176e-02   9.9668357e-01   1.1000000e+01
   4.0000000e+00   2.8109600e+02   1.5333791e+00   6.9000000e+01   1.3700000e+02   3.6200000e+02   8.5770219e+00   6.9191689e+01   6.3312192e+00   2.0153787e+00   6.0678263e+00   1.3143382e+00   6.3896756e-02   1.4624806e+00   2.9361232e-02   3.3295632e-02   1.9376683e-02   2.2641016e-02   9.8385321e-01   1.3000000e+01
   5.0000000e+00   5.9381600e+02   9.5467064e-01   7.1000000e+01   3.4300000e+02   1.0100000e+02   8.0612503e+00   5.7892371e+01   6.2214689e+00   1.3720470e+00   6.4092469e+00   1.4371941e+00   2.7390005e-02   5.4138032e-01   9.9500749e-03   1.1073038e-02   1.0401540e-02   1.1546271e-02   9.9636790e-01   1.0000000e+00
   5.0000000e+00   4.7420767e+02   1.0319490e+00   7.4824774e+01   3.6500000e+02   1.0100000e+02   8.3494043e+00   7.7287511e+01   5.9590316e+00   1.4552364e+00   5.9671676e+00   1.4101824e+00   2.6724071e-02   5.3823538e-01   7.7315938e-03   8.6255444e-03   7.4996167e-03   8.3799933e-03   9.9801769e-01   2.0000000e+00
   5.0000000e+00   6.2192000e+01   1.5222789e+00   8.8000000e+01   2.8000000e+02   1.0600000e+02   8.6839205e+00   5.9575013e+01   5.4518718e+00   2.1695402e+00   6.4577904e+00   1.4251923e+00   6.9937485e-02   1.7340508e+00   4.0368454e-02   4.7002308e-02   2.6750396e-02   3.2244562e-02   9.7246344e-01   3.0000000e+00
   5.0000000e+00   3.1236800e+02   1.2135747e+00   8.0000000e+01   2.0500000e+02   1.1500000e+02   8.6032234e+00   5.5262583e+01   5.6484695e+00   1.5593172e+00   6.1119066e+00   1.2848960e+00   3.7954442e-02   7.5572310e-01   1.6399174e-02   1.8159993e-02   1.3625023e-02   1.5241545e-02   9.9228582e-01   4.0000000e+00
   5.0000000e+00   3.1228221e+02   1.2400278e+00   8.0002744e+01   1.8600000e+02   1.3400000e+02   8.3280149e+00   5.1681414e+01   5.8311930e+00   1.5937567e+00   6.0335875e+00   1.2852588e+00   3.1981468e-02   6.4398041e-01   1.5140442e-02   1.6801367e-02   1.2306282e-02   1.3809799e-02   9.9366134e-01   5.0000000e+00
   5.0000000e+00   5.0000000e+02   1.0036996e+00   7.4000000e+01   4.4100000e+02   3.0400000e+02   8.3765632e+00   8.8225541e+01   5.5220910e+00   1.4330208e+00   5.5399996e+00   1.4277386e+00   3.9217499e-02   7.8920952e-01   9.7925163e-03   1.0923228e-02   9.7585852e-03   1.0887799e-02   9.9672894e-01   6.0000000e+00
