   1.0000000e+02   1.4447254e+00   1.8972350e+00   7.6148996e-01   8.2537413e+00   9.3547795e+00
   1.2000000e+02   1.4380302e+00   1.8220748e+00   7.8922674e-01   8.2511242e+00   9.3691077e+00
   1.4000000e+02   1.4045183e+00   1.8082033e+00   7.7674799e-01   8.2114751e+00   9.3346742e+00
   1.6000000e+02   1.3919838e+00   1.8003221e+00   7.7318595e-01   8.2491071e+00   9.3124477e+00
   1.8000000e+02   1.4032630e+00   1.7628027e+00   7.9604089e-01   8.2272872e+00   9.3508038e+00
   2.0000000e+02   1.3879506e+00   1.7811020e+00   7.7926512e-01   8.2277221e+00   9.3181894e+00
   2.2000000e+02   1.4231575e+00   1.7143999e+00   8.3011992e-01   8.2156529e+00   9.3134571e+00
   2.4000000e+02   1.3822884e+00   1.6932430e+00   8.1635559e-01   8.1830445e+00   9.3247575e+00
   2.6000000e+02   1.3750752e+00   1.7226836e+00   7.9821694e-01   8.1929098e+00   9.2915927e+00
   2.8000000e+02   1.3810029e+00   1.6873726e+00   8.1843387e-01   8.1468958e+00   9.2622028e+00
   3.0000000e+02   1.3818719e+00   1.6620882e+00   8.3140707e-01   8.1358201e+00   9.2781438e+00
   3.2000000e+02   1.3653261e+00   1.6284065e+00   8.3844304e-01   8.1403186e+00   9.2904602e+00
   3.4000000e+02   1.3660466e+00   1.6167913e+00   8.4491210e-01   8.1225363e+00   9.2147952e+00
   3.6000000e+02   1.3724715e+00   1.6144978e+00   8.5009188e-01   8.1300180e+00   9.2080430e+00
   3.8000000e+02   1.3645391e+00   1.5838150e+00   8.6155208e-01   8.1172998e+00   9.2356699e+00
   4.0000000e+02   1.4029441e+00   1.5791763e+00   8.8840251e-01   8.1105865e+00   9.2333857e+00
   4.2000000e+02   1.3720966e+00   1.5375695e+00   8.9238022e-01   8.1021254e+00   9.2447424e+00
   4.4000000e+02   1.3729737e+00   1.5278479e+00   8.9863242e-01   8.1034616e+00   9.2670349e+00
   4.6000000e+02   1.4137207e+00   1.5103239e+00   9.3603808e-01   8.1108489e+00   9.2440164e+00
   4.8000000e+02   1.4247687e+00   1.4984170e+00   9.5084927e-01   8.0777023e+00   9.2588266e+00
   5.0000000e+02   1.3944097e+00   1.4855769e+00   9.3863178e-01   8.0648276e+00   9.2142460e+00
   5.2000000e+02   1.4303566e+00   1.4984510e+00   9.5455679e-01   8.0886678e+00   9.1577251e+00
   5.4000000e+02   1.4346089e+00   1.4368867e+00   9.9841481e-01   8.0866684e+00   9.1542957e+00
   5.6000000e+02   1.4852201e+00   1.4465332e+00   1.0267445e+00   8.0864322e+00   9.1643800e+00
   5.8000000e+02   1.4839233e+00   1.4183766e+00   1.0462125e+00   8.1331843e+00   9.1554346e+00
   6.0000000e+02   1.5193153e+00   1.4153982e+00   1.0734190e+00   8.1416334e+00   9.1547263e+00
   6.2000000e+02   1.5257255e+00   1.3980304e+00   1.0913393e+00   8.1481912e+00   9.1251879e+00
   6.4000000e+02   1.5608663e+00   1.4003061e+00   1.1146608e+00   8.1102414e+00   9.1078218e+00
   6.6000000e+02   1.5699235e+00   1.3725344e+00   1.1438137e+00   8.1341701e+00   9.0767876e+00
   6.8000000e+02   1.6457572e+00   1.3570092e+00   1.2127826e+00   8.1043579e+00   9.0673384e+00
   7.0000000e+02   1.6504907e+00   1.3396071e+00   1.2320707e+00   8.1146034e+00   9.0750645e+00
   7.2000000e+02   1.7215452e+00   1.3381787e+00   1.2864838e+00   8.1405879e+00   9.0705224e+00
   7.4000000e+02   1.7642492e+00   1.3347412e+00   1.3217912e+00   8.1580797e+00   9.0505457e+00
   7.6000000e+02   1.8302576e+00   1.3218739e+00   1.3845932e+00   8.1850372e+00   9.0324472e+00
   7.8000000e+02   1.8816685e+00   1.3335364e+00   1.4110365e+00   8.1776018e+00   9.0167888e+00
   8.0000000e+02   1.9412089e+00   1.3541878e+00   1.4334858e+00   8.1760289e+00   8.9749615e+00
   8.2000000e+02   2.0306259e+00   1.3422039e+00   1.5129042e+00   8.1614810e+00   8.9606805e+00
   8.4000000e+02   2.0889033e+00   1.3397909e+00   1.5591263e+00   8.1841453e+00   8.9327884e+00
   8.6000000e+02   2.1567570e+00   1.3524872e+00   1.5946599e+00   8.2040887e+00   8.9178538e+00
   8.8000000e+02   2.2572863e+00   1.3524041e+00   1.6690916e+00   8.2062849e+00   8.9328929e+00
   9.0000000e+02   2.3172957e+00   1.3534455e+00   1.7121455e+00   8.1957326e+00   8.9009289e+00
