2.4635027	1.3704915	151.11004
2.4607922	1.3693791	151.61004
2.4580854	1.3682704	152.11004
2.4553823	1.3671652	152.61004
2.4526828	1.3660637	153.11004
2.449987	1.3649657	153.61004
2.4472949	1.3638714	154.11004
2.4446065	1.3627807	154.61004
2.4419217	1.3616936	155.11004
2.4392406	1.3606101	155.61004
2.4365631	1.3595301	156.11004
2.4338893	1.3584538	156.61004
2.4312192	1.357381	157.11004
2.4285527	1.3563119	157.61004
2.4258898	1.3552463	158.11004
2.4232306	1.3541843	158.61004
2.4205751	1.3531259	159.11004
2.4179232	1.352071	159.61004
2.4152749	1.3510198	160.11004
2.4126303	1.349972	160.61004
2.4099894	1.3489279	161.11004
2.407352	1.3478873	161.61004
2.4047183	1.3468503	162.11004
2.4020883	1.3458168	162.61004
2.3994618	1.3447869	163.11004
2.396839	1.3437606	163.61004
2.3942198	1.3427378	164.11004
2.3916043	1.3417185	164.61004
2.3889924	1.3407028	165.11004
2.386384	1.3396906	165.61004
2.3837794	1.3386819	166.11004
2.3811783	1.3376768	166.61004
2.3785808	1.3366752	167.11004
2.375987	1.3356772	167.61004
2.3733967	1.3346827	168.11004
2.3708101	1.3336917	168.61004
2.3682271	1.3327042	169.11004
2.3656477	1.3317202	169.61004
2.3630719	1.3307397	170.11004
2.3604997	1.3297628	170.61004
2.3579311	1.3287894	171.11004
2.3553661	1.3278194	171.61004
2.3528046	1.326853	172.11004
2.3502468	1.3258901	172.61004
2.3476926	1.3249306	173.11004
2.3451419	1.3239747	173.61004
2.3425949	1.3230222	174.11004
2.3400514	1.3220733	174.61004
2.3375115	1.3211278	175.11004
2.3349752	1.3201858	175.61004
2.3324425	1.3192473	176.11004
2.3299133	1.3183123	176.61004
2.3273877	1.3173807	177.11004
2.3248657	1.3164526	177.61004
2.3223473	1.315528	178.11004
2.3198324	1.3146068	178.61004
2.3173211	1.3136891	179.11004
2.3148133	1.3127749	179.61004
2.3123092	1.3118641	180.11004
2.3098086	1.3109567	180.61004
2.3073115	1.3100528	181.11004
2.304818	1.3091524	181.61004
2.302328	1.3082554	182.11004
2.2998416	1.3073619	182.61004
2.2973588	1.3064718	183.11004
2.2948795	1.3055851	183.61004
2.2924037	1.3047018	184.11004
2.2899315	1.303822	184.61004
2.2874628	1.3029456	185.11004
2.2849977	1.3020727	185.61004
2.2825361	1.3012031	186.11004
2.2800781	1.300337	186.61004
2.2776235	1.2994743	187.11004
2.2751725	1.298615	187.61004
2.2727251	1.2977591	188.11004
2.2702812	1.2969067	188.61004
2.2678407	1.2960576	189.11004
2.2654039	1.2952119	189.61004
2.2629705	1.2943696	190.11004
2.2605406	1.2935308	190.61004
2.2581143	1.2926953	191.11004
2.2556915	1.2918632	191.61004
2.2532722	1.2910345	192.11004
2.2508564	1.2902091	192.61004
2.2484441	1.2893872	193.11004
2.2460354	1.2885686	193.61004
2.2436301	1.2877534	194.11004
2.2412283	1.2869416	194.61004
2.2388301	1.2861332	195.11004
2.2364353	1.2853281	195.61004
2.234044	1.2845264	196.11004
2.2316563	1.283728	196.61004
2.229272	1.282933	197.11004
2.2268912	1.2821414	197.61004
2.2245139	1.2813531	198.11004
2.2221401	1.2805681	198.61004
2.2197697	1.2797866	199.11004
2.2174029	1.2790083	199.61004
2.2150395	1.2782334	200.11004
2.2126796	1.2774618	200.61004
2.2103232	1.2766936	201.11004
2.2079703	1.2759287	201.61004
2.2056208	1.2751671	202.11004
2.2032748	1.2744088	202.61004
2.2009323	1.2736539	203.11004
2.1985933	1.2729023	203.61004
2.1962577	1.272154	204.11004
2.1939255	1.271409	204.61004
2.1915969	1.2706674	205.11004
2.1892716	1.269929	205.61004
2.1869499	1.269194	206.11004
2.1846316	1.2684622	206.61004
2.1823167	1.2677338	207.11004
2.1800053	1.2670086	207.61004
2.1776974	1.2662868	208.11004
2.1753929	1.2655682	208.61004
2.1730918	1.264853	209.11004
2.1707942	1.264141	209.61004
2.1685	1.2634323	210.11004
2.1662092	1.2627269	210.61004
2.1639219	1.2620247	211.11004
2.1616381	1.2613258	211.61004
2.1593576	1.2606302	212.11004
2.1570806	1.2599379	212.61004
2.154807	1.2592488	213.11004
2.1525369	1.258563	213.61004
2.1502701	1.2578805	214.11004
2.1480068	1.2572012	214.61004
2.1457469	1.2565252	215.11004
2.1434904	1.2558524	215.61004
2.1412374	1.2551829	216.11004
2.1389877	1.2545166	216.61004
2.1367415	1.2538535	217.11004
2.1344986	1.2531937	217.61004
2.1322592	1.2525372	218.11004
2.1300232	1.2518838	218.61004
2.1277906	1.2512337	219.11004
2.1255614	1.2505869	219.61004
2.1233356	1.2499432	220.11004
2.1211131	1.2493028	220.61004
2.1188941	1.2486656	221.11004
2.1166785	1.2480316	221.61004
2.1144662	1.2474008	222.11004
2.1122574	1.2467733	222.61004
2.1100519	1.2461489	223.11004
2.1078499	1.2455278	223.61004
2.1056512	1.2449098	224.11004
2.1034558	1.2442951	224.61004
2.1012639	1.2436835	225.11004
2.0990753	1.2430751	225.61004
